caseids,location,content
3618579,1,举报信尊敬的各级领导：我们是江西省于都县贡江镇水南村的村民，为维护法律法规的神圣尊严，保护我们农民的合法权益，确保农村耕地不容毁坏。今天，我们通过网络方式就我们于都县人民政府对抗中央、国务院有关保护耕地的规定；违法违纪，一手遮天，以建设新城区为名，大肆违法在我村7个村小组，乱征农田，山林近2000亩，剥夺农民的合法经营权，不经农民同意，贿赂村小组长一人签订征地协议违法强行征地的事件向中央举报，要求高度重视，查证处理。二00八年至二0一0年，于都县人民政府县长等，不执行党中央、国务院三令五申的有关保护耕地的政策规定，和中央确定的18亿亩红线耕地的决策，为了自己的政绩和私利，不顾中央规定和广大农民的利益，瞎指挥，乱决策，强行以建设于都贡江新区为名，在我村上坝、新园、茶园、红联、黄泥塘、中坝、东坑等7个组，欺骗省政府、省国土资源部，大肆违法非法征用耕地和山林近2000多亩，造成大面积耕地毁坏。县政府在还没用地指标的情况下，采取先斩后奏的错误做法，在没有党中央、省政府用地批文时，就把工程总指挥部以及征地办公室驻进我村挂牌办公，由于县政府的错误安排，使整个征地过程民愤极大，存在以下违法违纪以权谋私，贪污受贿等严重问题
3618583,1,新建县石岗镇上坪河头村一定要好好查查啊，不能让他们乱来啊，现在弄的环境明显差了，河水越来越脏！河边的土地也被他们越打越小，经常淹死人，好好管管啊，这些人为了自己的利益什么都不故，而且是强行非法开采
3618588,1,苏荣书记：您好！龚六生，丰城市曲江镇望城村人。因开发，本人家庭的责任田地被有偿征用，但一直未得到补偿款，几次找村镇两级，都说有这个补偿款，但互相推诿，同时农业补贴自有以来一直未得到，失地后有何政策也没有明确答复。本家庭成员常年在外面务工，所以土地补偿款和种田补贴一直分文未得到，请给予解决为感！村委书记说这些款项发给自然村望城村去了，但本人却至今分文未得到。丰城市曲江镇望城村人龚六生
3618589,1,龚六生，丰城市曲江镇望城村人。因城区开发，本人家庭责任田地被有偿征用，但一直未得到补偿款，几次找镇村两级，都说有这个补偿款，但互相推诿。同时农业补贴自有以来一直未得到，失地后有何政策也没有明确答复。本家庭成员常年在外面务工，所以土地补偿款和种田补贴一直分文未得到，请给予解决为感。！村委书记说这些补偿款已分给自然村去了，但本人一直未得到这个补偿款。丰城市曲江镇望城村人龚六生
3618590,1,天诚房地产在前进路147号开发鑫隍城二期工程，按照规划图，必须提供社区办公用房160平方，然而如今开发商已经开发完毕，我们也多次与市规划局联系，规划局领导答应我们会督促开发商提供社区办公用房，不然不会为开发商提供验收证，然而如今开发商商品房也已在售，还建房也已安置，唯独对社区的办公用房一再拖延，（原规划图上的社区办公用房早就被开发商另作他用）谁能管管如此黑心的开发商，肯请各位领导帮帮我们社区，维持正义！
3618599,1,"尊敬的省委书记:您好!我们是江西省靖安县地方国有企业下岗职工，参加工作10~29年,一未发三年下岗费二未得劳动法规定的补偿金三未得（国发1997）10号下岗职工安置费四未享受医保五未得优惠政策六未得失业保险金、最后老无所养老无所靠,我们上有80岁父母，下有未成家的儿女苦不堪言,.我们有的58岁，打工无人接纳，父母怎样生存,儿女怎样成家,物资涨价，下岗职工叫苦连天，谁人来管？我们有的同年同月生，同一个集团，同一天参加工作不能同时退休。我们有的父母家在农村80余岁。每月生活费40来元，无法生存，，我们在无奈的情况下请您主持公道."
3618601,1,市政府采纳捐献领先世界科技交通解决南昌部分交通拥堵我市近两年来城市道路交通改造与夺宽，对城市交通拥堵没有根本性的好转。拥堵问题反而越来越明显，对我市交通有关执能部门要很好的反思一下。一二个夺宽道路就能解决拥堵问题，世界上早就解决拥堵可必弄的劳命丧财，浪费纳税人的钱财被群众指责。我市又要新启动落后时代发展的交通工程，走北京、上海、广东等城市交通的老路，建高架桥道路、在谋些交叉路口上建人行天桥等工程，到头来浪费钱财照样拥堵严重。本着对党和人民城市交通发展负责的态度，求真务实与时俱进科学发展，向科技交通要效益求发展。市政府应该采纳使用发明人捐献市政府的科技交通国家专利成果，打造南昌一条无红绿灯无堵车道路的专项工程。车辆从老福山下立交双向车辆可直行驶八一大道阳明路上八一桥立交，在原有道路上行驶，包括这两条道路上交叉路口，车辆同时完成32个行车路线和行人自行车行驶车人分流的世界性难题。还有省电视台都市频道问珍南昌交通，彭家桥立交上下拥堵，改造成互通立交工程在内的捐献科技交通使用权。提高我市的科技交通领先世界，走向全国领跑全球。提高江西省会南昌在世界的知名度，展现江西南昌科技交通促进经济发展以交流。当今世界面临堵车已有60多年的历史，抓住良好机遇面对现实的世界城市交通堵车问题，启动捐献科技交通工程运用该路段解决拥堵，不应该打压发明人科技交通成果捐献的发挥。科技兴国强国个人科技成果，应该是国家和我省市科学发展中的一部分组成人人有责。先解决我市这些道路堵车问题，辐射全国引领世界做科技交通创新发展的领君人。我省市政协代表2年期间提出见意，解决省会南昌交通拥堵，为我市交通节能减排环保节约增效，在全国以及世界带了个科学先例，也是政府领导执政为国为民的责任，应引起市领导对省会南昌城市交通发展的重视。我们在做世界上几代专家学者专业人员和政府在内，想做而没有做成的伟大光荣的科技交通事业。在我们省会南昌原有道路上，改造升级成功完成解决世界性重大堵车难题的先例。江西南昌发明人:涂细跨联系电话:0791-2981846邮址：DALANG9887@163.comDALANG9887@sina.COm
3618606,1,"我们是江西省靖安县地方国有企业下岗职工，参加工作10~29年,一未发三年下岗费二未得劳动法规定的补偿金三未得（国发1997）10号下岗职工安置费四未享受医保五未得优惠政策六未得失业保险金、最后老无所养老无所靠,我们上有80岁父母，下有未成家的儿女苦不堪言,.我们有的58岁，打工无人接纳，父母怎样生存,儿女怎样成家,物资涨价，下岗职工叫苦连天，谁人来管？我们有的同年同月生，同一个集团，同一天参加工作不能同时退休。我们有的父母家在农村80余岁。每月生活费40来元，父母有病在南昌附属医院门诊抢救用去数万元无发票可报，我们在无奈的情况下请您主持公道."
3618608,1,苏书记您好！我现住九江开发区原水泥船厂宿舍区去年7月份九江市修建滨江路，修路本是利民好事，（我现住的房子并不在拆迁范围之内，而且并不妨碍工程施工），可是开发区管委会拆迁办联合拆迁公司，偏偏要拆我们的房子，这是为什么，难道说拆迁背后有什么利益链？
3618614,1,"尊敬的苏书记您好!上饶横峰县铺前煤矿三工区。我父亲是个煤矿工人,自04年我父亲就患了一种肺病(职业病),二级,请问下国家有给患有职业病的工人补贴的吗???我父亲就要退休了。听说是有这种法律规定,我想确认下国家有没有这种规定,谢谢书记了!!!"
3618616,1,江西省赣州市会昌县石门村委集体贪污村民征田修路款项！2009腊月12月份连石红狮水泥厂要修公路，因路面加宽路边不少农田要填埋，石门村村委未经村民同意私自与该水泥厂签订协议表示按每亩3万元的标准给予补偿各村民。如今农田被征用了，而修路的补偿款却分文未见。修路的其他村全得到了相应补偿款，唯有石门村村民的农田被修掉后分文未补，找村支书理论后告知本村的农田没有补偿。而红狮水泥厂却很肯定地告诉来反应的村民说，他们早就把各村的补偿款缴给各村委了，分文未少不关他们的事。
3618619,1,集体土地房屋拆迁太不公平，我家在革命老区井冈山龙市镇，2004年我房屋建成的造价已花去20多万，现在拆迁补偿按480元每平方的补偿价计算，才16万元左右，如果按现在的造价要达到800—900元每平方，这样的拆迁价格叫老百姓怎么去承受，希望领导能够解决老百姓实际问题
3618621,1,"尊敬的苏荣书记您好:　　我们是江西上犹电信分公司的职工,二十多年前被招入当时的邮电局工作。邮电分营后我们分配在电信公司上班,后来公司以没有明确告知我们解除劳动关系在我们不知情的情况下，以欺骗的方式与我们在2006年10月签订委托代理电信业务合同,并以这个为理由与我们解除了二十多年的劳动关系。我们合法的权益得不到基本的保障,工作半辈子连一分钱养老金单位也没有缴纳过,没有任何的补偿,到头来还是被工作半辈子的单位欺骗了,青春献给了单位不说现在都四十几岁你叫我下岗也罢了,但你应该给我买养老保险啊,青春献给了你要老有所养。就这方面的情况与领导反映,请你们关注民生关注共产党领导下的国企弱势基层劳动者的权益得以保障。　　1.上犹电信公司没有按《劳动法》的有关规定给予我们补偿和缴纳养老保险等,使我们被迫下岗至今。法院判决我们2006年9月以前的.电信公司也不执行　　2.2006年签订委托代理电信业务合同并没有明确告知和书面通知我们解除了至前的劳动关系而是以签订委托代理电信业务合同的附加条款这种隐瞒欺骗的形式逃避劳动法。　　3.上犹电信公司在我们不知情的情况下私自盗用我们的身份证复印件及伪造委托书代签名的形式非法骗取工商登记注册,这样上犹电信公司就可以顺理成章的规避劳动法,使我们无法彻底与电信公司没有任何法律上的劳动关系。这才是电信公司的唯一目的。很明显电信公司可以以这些作为证据来推翻我们的诉讼请求,也很明显电信公司可以以这些所谓的委托代理电信业务同和非法骗取的工商执照等非法形式来达到电信公司最终目的逃避劳动法。　　在这以人为本,全面构建和谐社会的大好社会形势下,我们的国有特大企业用这种方式来回抱社会,我们以前的生活过得很幸福,不知却被我们苦苦工作二十几年的单位奉献了人生最宝贵的青春的单位如些陷害欺骗,我们不服我们对现实社会失去了生活的信心,我们期待您们支持.为我们主持公道。。谢谢　　此致"
3618623,1,苏书记：您好，我来自吉安市泰和的一个农村，樟树是国家二级保护植物，可是就在快过年时，我们村有两棵有百年历史的樟树被人砍伐，贩卖。虽然后来发现，被砍伐的樟树被扣押，而且林业派出所也介入调查，但贩子利用人际关系，经过地方上的官员同意，才敢有如此举动。只怕这些官员瞒上欺下，最后调查也就大事化小小事化了，不了了之了。如果不加大力度整顿，给涉案违法犯罪的人严厉处理的话，樟树也将危在旦夕了，希望苏书记要加大力度来整好市场啊，请苏书记重视。
3618624,1,书记你好！春节以过，我们江西马上要面临洪水的考验，请你在百忙之中抽点时间为百姓做点实事，你就把桥石、昌邑山、叫矶头晚上都在防洪大堤脚下偷采河沙，我们生活在上面的百姓没有一晚能睡个安稳觉，总担心堤岸下滑，偷沙挖机都是有组织的，都准备在元宵十五全部出动偷沙，我们担心啊！水政部门争只眼闭只眼，只有向你反映！一个百姓的心声
3618625,1,书记您好：请问总不见县级书记回复留言？他们太忙了？我是赣州宁都固厚人，反映三个问题。一：乡村硬化路变成采矿石人的发财路。路被大车压烂了。二：中心小学有二百多住宿学生天天用冷水。校内小卖部生意好得一年可以富。三：新农村建设中给基层领导多一条贪钱的路。谢谢您的查阅！
3618634,1,对于国家对贫困家庭做房有补偿的事！我们这里的政府部门没有效率办事！我是其中一个贫困家庭！2010年4月2日村里干部来我家对我说我家做房有补偿！我很高兴！干部说做好了就补15000元给我！几天后我家开始做房子！做好后叫他们来申请！申报成功！可是我们的政府部门财政部却以部门没钱来说没那么快补贴！几个月我在申报财政部门说要装修好在补贴！我又装修好了！此时我家欠下了好多人的钱！部门给了我家补贴了6500元！但还不够！过了一年了！难道这事过去了吗？国家没给我们财政部钱吗？就给我们补贴6500元吗？
3618636,1,苏书记，您好！有个问题想反映一下，又不知哪里说去，很荣幸能在这里留言。我家是赣州市于都县马安乡的。以往过年的时候我们这里都会停电，现在也不例外。可以往都是定好了时间和次数的，现在却是每天不定时间不定次数不定长短的停，大年30晚还停了一下马上又有了。这给大伙的生活带来不便。就这个问题，给您带来不便很是抱歉。
3618637,1,您好，我是抚州乐安的。最近几年我县的村村通工程搞得不错，唯独我咸溪村只在今年修了不足三米半的公路，要是对面开来一辆小车就得让，可邻县的公路修到我村的宽度是五米啊，是不是当地政府有问题？
3618641,1,"尊敬的苏书记：您好，我叫杨道球，是奉新县西塔村的一名群众,祖籍宜丰潭山镇。去年10月我曾去信向您反映有关我岳父李桂友自留山继承权的事情，感谢您向宜丰县做了批示，但宜丰县有关部门、潭山镇政府及汉塘村委会一直敷衍了事，至今没有得到任何说法和补偿，期间有向省委民声通道反映，但他们以在其他途径已经投诉的情况不再受理为由拒绝了我的投诉，不得已只有再次向您求助。我岳父李桂友也是潭山镇汉塘村村民,岳父20多岁时双目失明，一直靠打草鞋和我岳母相依为命，1987年岳母不幸中风瘫痪，当时敬老院也不愿意接受两个生活完全不能自理的老人，村里只好一再要求我赡养，并承诺出赡养费和口粮。但在我抚养岳父母8年多的时间里，一样都没有兑现，我和妻子赡养两位生活完全不能自理的老人，尤其后来四五年岳父精神有些不正常情况下，这种艰辛是别人无法体会的。村委会不但不闻不问，反而在我岳父母搬离后不到半个月的时间里，把他们的四间房子变卖，自留山承包到个人，原因是我岳父母因为生活困难欠了村里的钱，具体多少我也不清楚，按理说，我岳父母没有享受五保，也一直是由我们赡养，自留山由我继承应该没有异议，可是多年来我一直和村里、镇里交涉，镇里说要由村里解决，村里说会解决，到头来一直没有个说法，后来听说村里把我岳父母的自留山分给了别人，多年的承包费都进了村干部私人的腰包。2009年10月，在您作了批示后，汉塘村支部书记确实第一次主动给我打了一个电话，但态度是很蛮横的，指责我为什么要去投诉，最后撂下一句话，补偿我们3000元买断这件事，不能再去向上级反映。苏书记不妨想一想：我岳父的自留山大概有近20多亩，就现在也不可能是这个价钱，还不算拆卖我岳父房子的钱和山林20多年的承包费，我还是那句话，按政策该是我的那就好好来谈，不是我的话，我分文不要，别糊弄我们老百姓！！！只有请苏书记再次过问一下，我们这样的小老百姓真的拖不赢政府，让他们给我一个合理的解释！最好请宜丰县的相关部门认真过问一下，本来就是村里的问题,还叫村里来解决,不是与虎谋皮吗。"
3618650,1,书记您好：我是从广州坐车到安徽的乘客，所坐的客车没有春运资格，春运检察站在夜里一点钟以后无人查车或跟在大货车后面闯过去，致使许多超员、无春运路线牌的违法客车大行其道！乘客的安全希数毫无保障！希望春运检查站的同志能够轮班倒，彻底杜绝春运潜在的危险！
3618658,1,看了中央和省教育工作会议精神以及教育规划纲要，确实很振奋。但东乡教育却让人失望。1、教师流失严重，很多老师宁愿开除也不愿回来。2校长吃空饷根本没认真查处，可以说形成了一个腐败链。3批发买卖校长非常严重，用人任人唯亲。4农村学校课程设置混乱，就是县城学校音体美也没正常开设。5一大批校长包括副校长四五十岁就可以不上班，严重影响了老师积极性。6职高全县也只有五六十个学生，但把普高生建职高生学籍卡，骗取国家拨款。7有偿家教非常严重。8期末违规收费。上述问题都是事实，苏书记可以派人调查
3618659,1,领导开通留言使民声有了通道，但一定要督促基层领导调查落实。谢谢苏书记
3618663,1,书记你好！关于南昌桥石、将巷、叫矶头严重偷采防洪大堤脚下的河沙，对防洪大堤存在极大隐患，我们向有关部门反映多次无效，特别是九江星子有条公安快艇，只要你罚了偷采河沙2500元款就可以大大方方的把船开走，这样防洪大堤就不会倒塌吗？特别是现在过年了，赣江偷沙上星期死人六个，你书记可能不知，请书记管理下偷采河沙，千万不要向抚州唱凯那样出现决堤事件，给人民过上个好年！
3618667,1,随着江西经济发展迅速，中国特色农村建设效果显著，城乡协调发展进一步成效，新农村建设有条有序，给路边画出了一道美丽的风景。乡镇现已路路通，为发展农村经济、缩小城乡收入差距、建设和谐社会添砖加瓦。但是在县城中有一条菜农每天必经之路却为政府所无视，每当下雨过后路面坑坑洼洼，黄泥弥散之处无人敢踏，更何况是肩膀上挑着沉重的蔬菜，若是绕道则需多走两倍的路程，给周边的老百姓也带来交通不变，此路不修很多人说是这条路上周边没有领导住，所以政府不给力。不知道何谓服务型政府，只为建设华而不实的面子工程而不去理睬老百姓关心的民心工程，而忘了党的宗旨和政府的奋斗和工作的出发点和落脚点，忘了发展依靠人民，发展成果由人民共享。此路是旧消防队至煤炭公司段，政府早已知晓此事，这件事让我们老百姓十分心寒。
3618671,1,您好。我是抚州市南城县建昌镇杨龙湾村人士，据群众反映本村的财务资金没有公开。有群众反映近两年来本村的征地补偿费用剩余60多万元被村长，书记，以及队长等多人挥霍。村民要求公开财务，被拒绝。知情人士爆料近两年来这笔巨款被他们吃喝玩乐挥霍一空。民众意见很大，因为这笔巨款当初村长书记等人是说明用来建设之用但是因为两年来不清楚财务的用途情况，又有知情人士爆料，希望财务能够公开。这毕竟是大家的公共财产啊。。。农民的血汗钱。请书记大人明察！！
3618679,1,您好！我是来反映吉安青原区赣化小区的房屋诸多问题。该房子是07年开始建的，是国防办的单位，当时签了协议说好多少元一平方。到直到10年底都没交房，开发商说要涨房价，补签了一份协议要加钱才给钥匙，但还是没有房产证。现在房子质量好差。这里有几百户居民等着政府做主。该厂原来是在永新县，现在户口也迁不过来，二代身份证都没法办。请一定帮忙解决，不胜感激！
3618680,1,书记，你好我是丰城市杜市镇横岗村民，村村通道路工程已经实施几年，现在我们村还是没有通，不知啥情况？村委说得我们自己出钱修，不知上级是怎样安排的，离村委近的就修，远点的就自己修，好像形像工程，希望领导关注，谢谢
3618686,1,尊敬的苏书记：您好！我们是上高县友谊小区部份业主，最近个别村民建房推倒了我们小区围墙，而且所建房紧贴小区内房屋墙，严重影响小区房屋安全，特向您反映，肯请您能过问一下，此事，我们不知怎么办？
3618687,1,苏书记您好！我是吉安市峡江县，家住仁和镇官田村委涂家村。2007年下半年国家花了几十万元搞农田改造。工程至今派不上用场，我们村两年水田没有种水稻了.希望苏书记过问一下，不然的话明年又不能种田了。做农民真苦多次向市县有关部门反映解决不了。现在农民只有靠打一点零工买米吃.看到原来能种水稻的地荒在那里.我们心里难过.请书记帮一帮我们农民吧！拜托了。
3618693,1,"苏书记：您好！可能您还记得，你这些年不止一两次来万安，在看到万安云洲公园的美丽，万安江边一栋栋别墅的同时，您是否会想问，万安江边的别墅的主人是哪些人？其它很多我们不讲，我来简单讲万安老师，就是那些人类灵魂工程师！他们过的是什么生活。1.起早摸黑，现在大约早晨6:20起来，敢问书记和省长，这时候大家再做什么？晚上要9点休息，教师周日下午去学校，周五下午离开学校。中途待学生战战兢兢，有差错怕家长，怕校长，出事怕政府，精神崩溃。2.教师待遇，你不必责成下面去办，这样的结果永远是绩效早就实现了，教师爱岗敬业。这样的答案是有县领导向市领导这样报告的。（1）今年物价上涨快，吉安事业单位在职有物价补助吗？好像每月300，有的单位已经得到了3600元，我们老师还每月那回事，只是听说明年教师每月加300,这算什么回事，难道是那笔钱又被挪用了？还是要加钱，又被推后和减少了？(2)万安的绩效工资，去年是得了4000多一点，第十三月工资只给了40%多一点，理由就是每月钱县常委会决定就发这么多。而2010年，每月工资里多500，前提是扣除地方政府每月补助200多，也就是实际每月多了200多一点，比泰和和遂川每月少将近300。年终的4000元，打卡上2400,1600拿出来绩效考评，从这1600里扣班主任津贴。邻县的教师待遇是这样吗？邻县的政府是这样对待教育，对待教师的吗？老师和公务员待遇一样吗？之所以没人敢说话，就是万安学校手上权利大，天天说吓唬大家，说要调上乡去。而校长自己呢，可以去考察，多少校长有几百万，有别墅，有车，从何而来？"
3618700,1,今天看到“中央电视台”的节目，反映鄱阳湖自然保护区保护野生动物不作为，看到天鹅等动物惨遭人类毒手，心情不能平静，我们的领导，只知道经济，只知道钱，非常庸俗，要知道，破坏了大自然，灭绝了一种动物，钱再多，也买不回来了，这是简单的道理，为什么江西省还这样愚昧无知呢
3618704,1,这次江西搞非工口国营企业改革非常必要。但是，我们安福的领导为了在明年的市县乡党委换届时不影响自己的升迁，因此在贯彻执行省委省政府的‘非工口国营企业改革’决策时大打折扣，弄虚作假，甚至借机瓜分国有资产，比如在安福县国有物资资产运营公司这次改革当中，利用独家垄断经营雷管炸药导火索民爆器材的有利条件，为了达到笼络人心，掩盖内部贪腐问题的目的，县里和公司作出了如下改革的方案：全公司156名[90%是县5套班子成员和权势部门领导的亲属]参与改革的职工按实际工龄把买断工龄的钱全部放到民营炸药厂去入股，最少的有2万，最多的有20万元股份[经理班子]。10年来实际上是大家都暗中入了股，由于安福矿山多，独家经营民爆器材的利润非常大，甚至可以达到200%的利润。这次改革，暗股变成明股，但是领导多，职工少，不公平！第2，所有参与改革的人员养老保险由公司承担，一次性缴清到退休年龄；3。所有的职工返聘安排上班拿工资[其实公司义务平时有20人上班足够了]。4。公司里帐上2010年的300多万元经营利润除一部分以各种名义发给了职工外，其余不知道去向了。由于该公司改革待遇特别优惠，导致其他非工口企业改革时也纷纷仿效，也弄虚作假，互相攀比，使国有资产遭到严重流失。请有关部门严密注意，更请苏书记在百忙中过问，否则改革会失败。我们冒着生命危险给您留言反映真实情况，千万要替我们保密！不要随便把信转回到县里，否则我们必死无疑。因为我们经理与黑道有关系，他曾经就向大家打过了招呼：严禁向上面反映情况，谁乱说谁倒霉！在我们江西这次搞‘非工口国营企业改革’过程当中，因为马上换届，为了保自己的乌纱帽，有关市县都出现了一些弄虚作假行为。省里一定要派巡视组下来，到人事部门查档案，到改革单位查方案和财务账。避免国有资产流失，避免改革失败。最后，祝领导健康平安！
3618706,1,"我于2006年在信丰县油山镇修建一条水泥路，到现在还拖欠工程款50多万元。由于修建该工程到还欠到25万元的债务,家里仅有的一点东西都给法院扣押了,家庭破碎,妻离子散,弄得连饭都吃不上,只有天天上访,要求政府解决问题,取回我的血汉钱."
3618713,1,我们是下岗多年的商业企业职工，自下岗以来，从未领取过一分钱工资，也未享受过任何补助，但我们没有怨言，也没找过组织上的麻烦。其原因就是企业为我们交纳了社保和医保，让我们没有后顾之忧，能安心地挣钱议养家糊口。这次企业改制，本地政府出台的职工安置方案只为我们交纳10年的社保和医保，安置费标准只有460-600元，目前我们生活尚且有压力，随着年龄增老，体弱多病，怎么有能力续交10年后的保险金。改制企业也深知这样的职工安置方案不能被职工接收，故不召开职工大会，不经职工大会表决通过，而采取欺骗、恐吓的手段，逐个击破，迫使某些职工在协议书上签字。我们也曾多次向组织上反映未果，而目前距改制截止日期已近，我们别无办法，故只有斗胆向省委书记建言，请恕冒昧，望领导能够为我们排忧解难。致衷心感谢江西省金溪县五交化下岗职工（附：本企业改制基本情况总资产评估：550多万元职工人数：43人，目前改制成本：230万元）
3618714,1,江西金溪很多地方都在聚众赌博，而且都是些地方官员在赌带头赌博，说怕什么，我县城有些后台，公安局有人，带头带领群众赌博，金溪县政府很腐败，我希望省里面好好抓一下。金溪县政府官员吃喝玩乐，贪污受贿很严重。
3618720,1,"尊敬的苏荣省委书记.江西省水利水电建设总公司是全国国企改制的先进,我有三个问题想得到您答复.甲:工作二十年没有分到住房单位也没有经济补偿.乙:住房公积金帐户一直封冻不能使用.丙:两年的社保补贴一直没兑现."
3618738,1,尊敬的领导您好：本人邹海艳，兴国县潋江镇猫岭村新塘小组人氏，希望你在百忙之中能抽点空了解一下我家的境况，我是湖南来的外来媳妇，我家房子还是我老公爷爷手上建的，建于四五十年代，里外已破烂不堪，成严重危房了，面积也只三十来个平米，这样的住房条件，这种境况下他们身为国家公务员的执法人员却这样无情的把我家兴建的房子夷为平地，虽说我的是违章建房，那也不至于这样对我们家吧？执法时能不能人道一点，区别对待，我家建房又不是为了骗取国家的拆迁补偿费而抢建、违建，我们这也没说要征收要规划呀？都七八年了也没说有啥重大项目和重点工程呀！在说我家所建房子位置离马路还有27米远，也符合路政法相关规定呀？有的在红线内都能建，我的在红线外却要被强拆呢？人家做高楼大夏，做到来出租都可以做，我们做一层平房自住都要强势拆除，这不是让我们穷上加穷，雪上加霜吗？贫富的差距不就是这样越拉越大吗？这不是与上级提倡要缩小贫富差距背道而驰吗？这叫我们还怎么安居还怎么乐业呀？工业园搞开发搞规划我是一万个的支持与配合，就象我们家自留山五元一亩被征收租赁，我们也二话没说呀！我们只想能够安居乐业，过普通百姓的日子却这么难呢？强拆那天我一家老小也还在医院照顾我生病住院的小孩，他们就这样一声不响的把我兴建的住房铲除，我们按正规程序来申请又说不批，在说违建也不止我一家，为何拆却只拆我一家呢这不明摆着拆弱不拆强，拆穷不拆富吗？这难道不是执法不公吗？我家好不容易东挪西借揍了四五万块建起来的房子，我们几代人才能建一次住房，只想建一层平房，稍微改善一下房条件，在收稻谷的时候，也好在屋顶晒晒稻谷，（一直以来我家每当收稻谷的时候只有到别人家废弃了的坪上去晒，或者晒到马路边上，别人一般都晒在自己屋顶上，既干净也好管理），就这点渴望，他们身为国家干部、公务员口口声声的为人民服务，难道就是这样为人民服务的吗？难道这就是法制社会、和谐社会下该有的事吗？9.3事件发生后，我六十多岁的家婆，整天以泪洗脸，叫天天不应叫地地不灵，整天寻死觅活的，都嚷嚷着要去死了算了，如果真那一天我家婆想不开跑到某某机构跳楼自杀了，我们家不也就散了，生产生活也没办法进行，这叫我一家五口还怎么活呀？我们赚那点钱容易吗？希望领导能急百姓之所急，百姓利益无小事。谢谢！以上全部属实请领导明察。强烈要求相关部门解决我家建房问题和损失。此至敬礼！
3618739,1,"在今年上半年看到报道说,广东省希望同我们江西协商,开通一条由鄱阳湖至广东珠海的大运河,途径南昌,抚州,吉安,赣州等地.工程浩大且工时也长,开通之后对我省的经济建设可能是一个翻天覆地的变化,但是对我们的环境也会造成影响.我想问政府是从哪个方面考虑此事情.谢谢"
3618744,1,高呼一级公路收费站站长成天敷衍站员，岢扣福利，奖金，腐败无能。每月工资就是几百块钱，就连社保，医保都要自己去交。请领导做主，为我们讨回公道！
3618746,1,省长您好，我曾经在省长信箱反映过地方政府的一些不法行为，但是省长信箱受理后都是将问题逐级下放，最后又回到基层政府办公桌上，本来我反映的就是基层政府，我想这样的民意通道是解决不了实际问题的，我知道您作为省领导，不可能任何事都亲力亲为，但是至少将问题交给人们所反映地方的上一级政府机关来解决吧。请领导三思。
3618749,1,今年人口普查不是比往年都要严格。都要落实到户吗？怎么我们这里连个普查员的影子都没看到？是因为这里面瞄腻太深，还是我们县根本就没把普查当回事？这是地方政府在藐视国家法律？还是另有原因？不落实到户能够查的准确吗？这样的人口普查还有什么意义？我是抚州南丰的！希望各位领导能够关注民生……关注人口普查！
3618752,1,我是江西省上饶市信州区一名下岗女工，04年自谋职业在市郊朝阳乡租荒山荒地150余亩，贷款植树造林，修鱼塘养鱼，养家禽，经过艰辛创业，昔日的荒山变成林，荒地变成新奇特瓜果园，蔬菜园，已是鱼满塘，猪满圏，鸡鸭成群满山跑一片繁荣景象。建成了有餐饮，垂钓，种植，养殖，农业观光等项目的农家乐，为人们工作之余提供了一个良好的休闲场所，不但解决了自己的就业，还为社会提供了十几人的就业岗位，每年还为国家上交几万员税收。可是，从07年至今被我市宣传部副部长郭安海和家人【现刚退下来】逼的无路可走，好好一个农家乐无法正常经营下去。4年来为达到目的【逼我卖农家乐】对我用尽了手段，威胁恐吓还扬言打死人。07年强占并破坏排洪设施，堵住我鱼塘排水，致使我20多亩鱼塘养的鱼连续4年都被冲走，损失惨重。找政府及相关部门，4年跑断了腿无人敢管敢问，都因他是上级领导，官官相护，哪有正义可言，法何在，公理何在。假如有一个领导能制止这种行为，我也不会连续4年受害受灾。国务院年年要求地方政府要大力扶持下岗工人再就业，大力发展农家乐经济在我们这里成了空话。一个下岗弱女子创业的辛酸不用多说，都能想的到。被恶人欺到这种程度却无处申冤，难道非得像我省宜黄自焚后，问题才能解决，如果这样能解决，我也愿自焚，也好解脱我的家人。那里还有活路可言，问题没能解决，确使恶人更猖狂。今年抗洪期间，6月17日晚下暴雨，深夜向排洪沟扔树枝堵洪水，使洪水全部进我农家乐，冲毁了我一切，房子差点冲倒，如房子倒了几个人命也就没了，损失近30万，加上以前3年的损失20万，间接损失更是难以计算，我已负债累累。6月18日事发当天报了案公安刑警立了案，人证，物证都有确无能为力，权大于法。知我报案后，恶人更加猖狂，就向我养殖场放恶狗，十几次，咬死家禽几百只，我多次拿死鸡去政府，都没有用，这还是我们的政府吗？我更想不明白是，一个刚退下来的领导干部做出这些伤天害理的事，目无法纪仗势欺压百姓，确没人敢管，在当地造成了极坏的影响，激起了极大的民愤，如不及时处理，将酿成血案，以上如有不实愿负法律责任。
3618753,1,现临川区展坪乡古塘村与荼山村委会韩家村之间的山林和田地均被工业园占去，关于补偿农民款的问题，农民怨气很重，一个村长都能拿着补偿款买大型推土机为自己谋私利，现在就连中国最低官员—村官都敢大肆揽材
