Province,Year,x,z,_ID
山东省,2005,0.5256,Eastern,132
河南省,2008,0.5258,Central,194
四川省,2009,0.5258,Western,215
江苏省,2005,0.5264,Eastern,249
湖北省,2013,0.5266,Central,79
辽宁省,2012,0.5273,Eastern,124
湖北省,2012,0.5274,Central,224
甘肃省,2019,0.5274,Western,203
河南省,2014,0.5275,Central,194
安徽省,2012,0.5276,Central,287
河北省,2012,0.5277,Eastern,254
黑龙江省,2019,0.5278,Central,25
湖南省,2005,0.5281,Central,118
广东省,2008,0.5282,Eastern,167
江西省,2018,0.5282,Central,89
河北省,2007,0.5284,Eastern,111
河北省,2012,0.5284,Eastern,212
湖北省,2009,0.5285,Central,79
广东省,2012,0.5285,Eastern,119
湖北省,2018,0.5285,Central,295
湖北省,2016,0.5286,Central,224
四川省,2006,0.5287,Western,87
山东省,2011,0.5287,Eastern,132
广西壮族自治区,2010,0.5288,Eastern,43
河北省,2010,0.529,Eastern,254
云南省,2019,0.529,Western,135
安徽省,2006,0.5292,Central,163
广东省,2006,0.5296,Eastern,182
江西省,2019,0.5296,Central,45
福建省,2006,0.5298,Eastern,44
四川省,2015,0.5298,Western,171
江苏省,2007,0.5299,Eastern,249
甘肃省,2008,0.5299,Western,74
河南省,2019,0.5302,Central,103
吉林省,2011,0.5303,Central,202
河南省,2005,0.5304,Central,194
江西省,2007,0.5305,Central,7
河北省,2013,0.5307,Eastern,255
河北省,2015,0.5307,Eastern,255
广东省,2007,0.5308,Eastern,200
陕西省,2019,0.5309,Western,66
河北省,2019,0.5311,Eastern,28
山东省,2009,0.5312,Eastern,132
云南省,2013,0.5312,Western,138
福建省,2011,0.5314,Eastern,44
河南省,2016,0.5314,Central,196
湖北省,2005,0.5315,Central,156
河南省,2010,0.5315,Central,65
湖北省,2017,0.5317,Central,295
广西壮族自治区,2009,0.5318,Eastern,43
湖北省,2007,0.5321,Central,79
甘肃省,2010,0.5324,Western,113
云南省,2012,0.5325,Western,14
辽宁省,2005,0.5329,Eastern,246
山西省,2018,0.5329,Central,12
湖南省,2009,0.5331,Central,158
黑龙江省,2015,0.5331,Central,1
陕西省,2013,0.5332,Western,237
山西省,2010,0.5333,Central,248
福建省,2015,0.5333,Eastern,225
山西省,2010,0.5336,Central,275
浙江省,2014,0.5336,Eastern,219
广西壮族自治区,2018,0.534,Eastern,204
贵州省,2009,0.5341,Western,34
黑龙江省,2012,0.5343,Central,296
湖南省,2018,0.5343,Central,78
江西省,2006,0.5345,Central,22
河北省,2007,0.5345,Eastern,122
宁夏回族自治区,2008,0.5345,Western,70
广西壮族自治区,2008,0.5346,Eastern,239
河北省,2011,0.5346,Eastern,212
广西壮族自治区,2006,0.5347,Eastern,239
吉林省,2006,0.5348,Central,202
辽宁省,2009,0.5351,Eastern,229
湖北省,2019,0.5351,Central,260
河南省,2009,0.5354,Central,30
江西省,2010,0.5357,Central,22
河南省,2005,0.5358,Central,257
四川省,2005,0.5358,Western,208
湖南省,2005,0.5358,Central,233
云南省,2010,0.5358,Western,17
广东省,2019,0.5358,Eastern,8
福建省,2006,0.5361,Eastern,48
广东省,2019,0.5362,Eastern,200
辽宁省,2010,0.5363,Eastern,142
山东省,2019,0.5363,Eastern,216
甘肃省,2009,0.5364,Western,155
河北省,2008,0.5366,Eastern,122
河南省,2015,0.5366,Central,110
辽宁省,2008,0.5369,Eastern,230
湖北省,2009,0.5369,Central,88
福建省,2008,0.537,Eastern,48
湖北省,2008,0.5371,Central,223
广东省,2010,0.5371,Eastern,119
河北省,2012,0.5371,Eastern,28
吉林省,2017,0.5371,Central,201
陕西省,2007,0.5374,Western,61
河南省,2012,0.5374,Central,110
湖北省,2007,0.5375,Central,40
江西省,2013,0.5377,Central,228
内蒙古自治区,2005,0.5385,Central,37
河南省,2008,0.5385,Central,65
辽宁省,2012,0.5385,Eastern,143
山西省,2007,0.5387,Central,275
广西壮族自治区,2005,0.5388,Eastern,151
辽宁省,2011,0.5388,Eastern,15
广西壮族自治区,2011,0.5388,Eastern,39
湖北省,2013,0.5388,Central,40
湖北省,2019,0.5393,Central,40
吉林省,2007,0.5394,Central,201
湖南省,2012,0.5395,Central,186
浙江省,2016,0.5395,Eastern,219
湖北省,2018,0.5397,Central,40
山西省,2007,0.5398,Central,248
河南省,2015,0.5398,Central,190
陕西省,2018,0.5398,Western,184
江苏省,2006,0.54,Eastern,249
广西壮族自治区,2009,0.54,Eastern,153
河南省,2011,0.5403,Central,47
新疆维吾尔自治区,2016,0.5407,Western,20
辽宁省,2019,0.5407,Eastern,124
江西省,2013,0.5409,Central,45
陕西省,2016,0.5409,Western,109
浙江省,2018,0.541,Eastern,213
云南省,2006,0.5413,Western,135
湖北省,2012,0.5413,Central,223
江西省,2007,0.5414,Central,228
河南省,2017,0.5414,Central,30
甘肃省,2008,0.5415,Western,113
宁夏回族自治区,2010,0.5415,Western,70
四川省,2012,0.5415,Western,21
陕西省,2015,0.5415,Western,66
湖北省,2011,0.5416,Central,40
四川省,2016,0.5416,Western,247
河南省,2011,0.5417,Central,172
广西壮族自治区,2015,0.5417,Eastern,204
湖南省,2015,0.5418,Central,186
江西省,2011,0.5421,Central,228
湖南省,2006,0.5422,Central,256
浙江省,2009,0.5423,Eastern,67
辽宁省,2018,0.5423,Eastern,266
辽宁省,2011,0.5426,Eastern,143
重庆市,2016,0.5427,Western,262
江西省,2017,0.5428,Central,139
辽宁省,2009,0.5429,Eastern,207
河南省,2019,0.5429,Central,194
青海省,2017,0.5431,Western,236
广东省,2011,0.5432,Eastern,119
广西壮族自治区,2019,0.5432,Eastern,149
甘肃省,2007,0.5434,Western,113
陕西省,2008,0.5434,Western,61
四川省,2017,0.5434,Western,247
四川省,2009,0.5436,Western,247
福建省,2010,0.5437,Eastern,44
湖北省,2017,0.5437,Central,224
陕西省,2010,0.5438,Western,268
吉林省,2017,0.5438,Central,250
山东省,2019,0.5438,Eastern,189
河南省,2012,0.5439,Central,190
广西壮族自治区,2009,0.544,Eastern,239
江西省,2016,0.5442,Central,123
河南省,2006,0.5443,Central,194
新疆维吾尔自治区,2019,0.5443,Western,20
安徽省,2017,0.5444,Central,277
辽宁省,2008,0.5446,Eastern,143
湖北省,2014,0.5446,Central,79
甘肃省,2011,0.5448,Western,74
河南省,2007,0.5449,Central,103
福建省,2005,0.545,Eastern,48
山西省,2007,0.5452,Central,137
内蒙古自治区,2018,0.5452,Central,58
广东省,2018,0.5452,Eastern,217
宁夏回族自治区,2013,0.5454,Western,56
河南省,2014,0.5454,Central,196
湖北省,2011,0.5457,Central,88
广西壮族自治区,2018,0.5457,Eastern,149
山西省,2016,0.5458,Central,137
福建省,2009,0.5461,Eastern,3
江西省,2016,0.5462,Central,45
四川省,2018,0.5463,Western,98
四川省,2010,0.5465,Western,98
广东省,2013,0.5466,Eastern,23
黑龙江省,2011,0.5467,Central,296
河北省,2011,0.5468,Eastern,28
广西壮族自治区,2017,0.5469,Eastern,43
安徽省,2010,0.547,Central,163
黑龙江省,2019,0.5473,Central,214
四川省,2009,0.5474,Western,98
河南省,2009,0.5475,Central,47
江苏省,2009,0.5476,Eastern,180
辽宁省,2011,0.5476,Eastern,229
四川省,2011,0.5477,Western,208
陕西省,2017,0.5479,Western,184
甘肃省,2019,0.5479,Western,261
河北省,2008,0.5482,Eastern,254
四川省,2015,0.5482,Western,247
河南省,2013,0.5484,Central,190
山西省,2015,0.5484,Central,76
山西省,2014,0.5485,Central,12
安徽省,2018,0.5485,Central,82
河南省,2015,0.5486,Central,288
云南省,2017,0.5486,Western,14
辽宁省,2017,0.5486,Eastern,143
甘肃省,2014,0.5487,Western,113
山西省,2006,0.5488,Central,71
黑龙江省,2009,0.5488,Central,289
山西省,2014,0.5488,Central,136
河北省,2011,0.5489,Eastern,254
河南省,2018,0.549,Central,47
吉林省,2006,0.5493,Central,201
广东省,2005,0.5494,Eastern,167
广西壮族自治区,2012,0.5495,Eastern,149
山西省,2018,0.5495,Central,136
山西省,2007,0.5497,Central,76
河南省,2010,0.5498,Central,103
辽宁省,2010,0.5498,Eastern,124
安徽省,2007,0.5499,Central,220
山西省,2012,0.55,Central,12
河南省,2012,0.5502,Central,47
湖南省,2014,0.5502,Central,78
云南省,2018,0.5502,Western,133
陕西省,2010,0.5503,Western,61
四川省,2012,0.5504,Western,208
河南省,2012,0.5505,Central,172
广西壮族自治区,2018,0.5506,Eastern,151
四川省,2009,0.5507,Western,171
黑龙江省,2012,0.5507,Central,49
广东省,2017,0.5507,Eastern,119
福建省,2008,0.5508,Eastern,3
辽宁省,2008,0.5508,Eastern,266
辽宁省,2009,0.5509,Eastern,15
广西壮族自治区,2017,0.5509,Eastern,149
广东省,2014,0.551,Eastern,286
广东省,2018,0.551,Eastern,167
甘肃省,2013,0.5511,Western,203
安徽省,2016,0.5511,Central,277
黑龙江省,2018,0.5512,Central,25
河北省,2005,0.5513,Eastern,210
广西壮族自治区,2016,0.5513,Eastern,204
山西省,2009,0.5515,Central,275
山东省,2013,0.5518,Eastern,13
辽宁省,2018,0.5518,Eastern,207
四川省,2010,0.5519,Western,215
江西省,2015,0.5519,Central,52
广东省,2007,0.5521,Eastern,23
福建省,2014,0.5521,Eastern,225
河北省,2017,0.5522,Eastern,108
山东省,2005,0.5523,Eastern,115
湖北省,2019,0.5524,Central,224
江西省,2006,0.5525,Central,7
湖北省,2011,0.5525,Central,60
吉林省,2011,0.5527,Central,250
湖北省,2006,0.5528,Central,88
陕西省,2013,0.553,Western,268
辽宁省,2006,0.5531,Eastern,229
广西壮族自治区,2011,0.5531,Eastern,239
江苏省,2008,0.5532,Eastern,249
云南省,2016,0.5532,Western,133
江西省,2018,0.5532,Central,139
安徽省,2018,0.5533,Central,92
广西壮族自治区,2011,0.5534,Eastern,149
河南省,2009,0.5539,Central,103
广西壮族自治区,2016,0.5541,Eastern,149
湖南省,2007,0.5542,Central,78
甘肃省,2008,0.5542,Western,68
广西壮族自治区,2010,0.5542,Eastern,278
陕西省,2015,0.5545,Western,109
吉林省,2006,0.5546,Central,245
云南省,2007,0.5546,Western,133
河南省,2015,0.5548,Central,47
辽宁省,2019,0.5548,Eastern,230
辽宁省,2009,0.5549,Eastern,266
广东省,2016,0.5549,Eastern,200
云南省,2012,0.555,Western,17
江西省,2015,0.555,Central,45
河南省,2007,0.5551,Central,30
河北省,2018,0.5551,Eastern,254
宁夏回族自治区,2007,0.5552,Western,70
陕西省,2010,0.5553,Western,66
四川省,2006,0.5555,Western,208
广东省,2016,0.5557,Eastern,119
江苏省,2016,0.5557,Eastern,249
广西壮族自治区,2009,0.5559,Eastern,39
江西省,2010,0.5559,Central,129
四川省,2008,0.556,Western,252
新疆维吾尔自治区,2018,0.556,Western,20
湖北省,2006,0.5562,Central,40
河南省,2007,0.5563,Central,65
河南省,2011,0.5563,Central,190
重庆市,2018,0.5564,Western,262
湖北省,2016,0.5566,Central,223
甘肃省,2010,0.5567,Western,155
河南省,2014,0.5567,Central,257
河南省,2011,0.5568,Central,30
福建省,2012,0.5569,Eastern,44
河南省,2013,0.5569,Central,47
安徽省,2005,0.5571,Central,220
贵州省,2006,0.5571,Western,253
山东省,2017,0.5571,Eastern,13
湖北省,2013,0.5574,Central,223
黑龙江省,2007,0.5575,Central,197
甘肃省,2014,0.5576,Western,261
甘肃省,2014,0.5576,Western,74
内蒙古自治区,2019,0.5576,Central,251
甘肃省,2007,0.5579,Western,68
安徽省,2012,0.5579,Central,231
贵州省,2008,0.5584,Western,34
湖北省,2006,0.5585,Central,223
黑龙江省,2012,0.5585,Central,1
山西省,2009,0.5586,Central,137
河南省,2018,0.5586,Central,290
浙江省,2017,0.5587,Eastern,185
湖北省,2014,0.5589,Central,224
辽宁省,2019,0.559,Eastern,207
辽宁省,2012,0.5591,Eastern,276
山西省,2017,0.5591,Central,136
山西省,2012,0.5592,Central,136
贵州省,2013,0.5599,Western,253
宁夏回族自治区,2019,0.5599,Western,56
湖北省,2005,0.56,Central,235
甘肃省,2018,0.5601,Western,68
云南省,2005,0.5602,Western,140
黑龙江省,2015,0.5604,Central,296
河南省,2012,0.5605,Central,257
河南省,2018,0.5605,Central,194
湖南省,2010,0.5606,Central,78
湖北省,2007,0.5607,Central,156
河北省,2009,0.561,Eastern,212
贵州省,2010,0.561,Western,34
河南省,2016,0.5614,Central,190
广东省,2006,0.5615,Eastern,23
陕西省,2008,0.5618,Western,159
湖北省,2012,0.5619,Central,60
陕西省,2014,0.5621,Western,237
广东省,2016,0.5621,Eastern,162
浙江省,2005,0.5622,Eastern,234
云南省,2009,0.5622,Western,135
黑龙江省,2010,0.5623,Central,49
浙江省,2009,0.5624,Eastern,234
湖北省,2014,0.5624,Central,223
四川省,2008,0.5625,Western,247
广西壮族自治区,2011,0.5625,Eastern,43
河南省,2015,0.5625,Central,257
山东省,2018,0.5626,Eastern,13
山东省,2010,0.5627,Eastern,132
甘肃省,2013,0.5627,Western,74
河北省,2014,0.5628,Eastern,254
湖南省,2010,0.5629,Central,158
河北省,2005,0.563,Eastern,64
辽宁省,2013,0.5631,Eastern,143
甘肃省,2015,0.5632,Western,74
辽宁省,2012,0.5633,Eastern,207
河南省,2014,0.5634,Central,172
福建省,2018,0.5638,Eastern,225
河北省,2010,0.5639,Eastern,212
广西壮族自治区,2017,0.5639,Eastern,241
山西省,2008,0.564,Central,248
江西省,2017,0.564,Central,89
山西省,2012,0.5643,Central,76
广东省,2017,0.5643,Eastern,182
福建省,2007,0.5644,Eastern,3
河南省,2015,0.5644,Central,30
山西省,2008,0.5646,Central,136
辽宁省,2014,0.5646,Eastern,207
辽宁省,2005,0.5648,Eastern,15
山西省,2010,0.5648,Central,117
广西壮族自治区,2019,0.5648,Eastern,153
山西省,2013,0.565,Central,275
广东省,2019,0.565,Eastern,167
四川省,2006,0.5651,Western,252
河北省,2015,0.5651,Eastern,254
四川省,2014,0.5653,Western,171
广东省,2019,0.5656,Eastern,182
福建省,2005,0.5658,Eastern,225
辽宁省,2010,0.5658,Eastern,230
广东省,2008,0.5659,Eastern,23
广西壮族自治区,2008,0.5659,Eastern,149
河南省,2015,0.5659,Central,5
江西省,2019,0.5659,Central,52
湖北省,2006,0.5661,Central,156
广西壮族自治区,2007,0.5661,Eastern,166
云南省,2008,0.5662,Western,17
广东省,2017,0.5662,Eastern,286
辽宁省,2007,0.5663,Eastern,276
浙江省,2008,0.5664,Eastern,67
江苏省,2018,0.5665,Eastern,170
河南省,2012,0.5667,Central,5
河北省,2015,0.5667,Eastern,28
河南省,2017,0.5668,Central,47
安徽省,2009,0.5669,Central,231
安徽省,2018,0.5669,Central,51
四川省,2005,0.5671,Western,42
河北省,2005,0.5671,Eastern,28
河南省,2014,0.5671,Central,110
江西省,2015,0.5671,Central,89
江西省,2018,0.5673,Central,243
黑龙江省,2017,0.5674,Central,297
云南省,2016,0.5676,Western,135
湖北省,2019,0.5676,Central,235
湖北省,2015,0.5677,Central,223
湖南省,2015,0.5677,Central,78
新疆维吾尔自治区,2017,0.5678,Western,20
四川省,2015,0.5679,Western,127
云南省,2018,0.5679,Western,199
广西壮族自治区,2008,0.568,Eastern,278
湖北省,2018,0.568,Central,235
湖南省,2013,0.5681,Central,186
江西省,2014,0.5681,Central,228
山东省,2014,0.5682,Eastern,13
湖北省,2017,0.5686,Central,223
广西壮族自治区,2018,0.5686,Eastern,241
湖南省,2019,0.5686,Central,78
青海省,2018,0.5687,Western,236
江苏省,2015,0.5689,Eastern,180
湖北省,2008,0.5692,Central,156
湖北省,2018,0.5692,Central,223
甘肃省,2006,0.5694,Western,102
广东省,2011,0.5695,Eastern,162
天津市,2019,0.5698,Eastern,75
广西壮族自治区,2006,0.57,Eastern,241
河南省,2011,0.5702,Central,288
山西省,2011,0.5702,Central,275
山西省,2017,0.5703,Central,248
广西壮族自治区,2010,0.5704,Eastern,39
广西壮族自治区,2010,0.5705,Eastern,153
河南省,2017,0.5705,Central,84
辽宁省,2008,0.5706,Eastern,229
广西壮族自治区,2013,0.5706,Eastern,204
河南省,2016,0.5706,Central,288
河北省,2009,0.5708,Eastern,28
黑龙江省,2013,0.5708,Central,49
湖北省,2013,0.571,Central,224
河南省,2016,0.571,Central,110
河北省,2017,0.571,Eastern,28
河南省,2009,0.5711,Central,5
山西省,2014,0.5711,Central,137
四川省,2018,0.5711,Western,87
天津市,2005,0.5713,Eastern,75
云南省,2008,0.5713,Western,14
湖北省,2016,0.5715,Central,60
四川省,2017,0.5717,Western,171
陕西省,2005,0.5718,Western,83
辽宁省,2012,0.5718,Eastern,285
湖北省,2017,0.5718,Central,88
湖南省,2005,0.5719,Central,258
甘肃省,2007,0.572,Western,74
黑龙江省,2007,0.5723,Central,49
四川省,2017,0.5724,Western,215
四川省,2006,0.5725,Western,171
安徽省,2006,0.5725,Central,287
云南省,2012,0.5726,Western,135
黑龙江省,2015,0.5726,Central,289
安徽省,2008,0.5729,Central,220
湖南省,2011,0.5729,Central,205
安徽省,2011,0.5729,Central,163
广东省,2014,0.5731,Eastern,182
河南省,2015,0.5731,Central,196
河南省,2009,0.5732,Central,190
广西壮族自治区,2015,0.5733,Eastern,149
江西省,2007,0.5735,Central,123
安徽省,2012,0.5735,Central,163
江西省,2012,0.5736,Central,123
广东省,2013,0.5737,Eastern,286
广东省,2008,0.5738,Eastern,182
山西省,2017,0.5738,Central,117
河南省,2013,0.5739,Central,110
安徽省,2013,0.574,Central,163
云南省,2011,0.5741,Western,133
河北省,2016,0.5744,Eastern,28
山西省,2008,0.5745,Central,137
江苏省,2006,0.5746,Eastern,180
吉林省,2018,0.5747,Central,202
江西省,2016,0.5748,Central,22
云南省,2018,0.5748,Western,17
河南省,2016,0.575,Central,128
陕西省,2006,0.5751,Western,61
河北省,2013,0.5751,Eastern,254
安徽省,2011,0.5752,Central,33
广西壮族自治区,2012,0.5753,Eastern,43
江西省,2011,0.5754,Central,89
山东省,2019,0.5755,Eastern,132
安徽省,2007,0.5756,Central,269
辽宁省,2008,0.5757,Eastern,246
河南省,2006,0.5758,Central,103
广西壮族自治区,2010,0.5758,Eastern,149
浙江省,2016,0.5758,Eastern,213
辽宁省,2015,0.5761,Eastern,285
广西壮族自治区,2010,0.5762,Eastern,239
四川省,2008,0.5765,Western,98
江苏省,2013,0.5765,Eastern,93
新疆维吾尔自治区,2014,0.5765,Western,20
河南省,2008,0.5766,Central,47
陕西省,2009,0.5767,Western,159
河南省,2013,0.5767,Central,257
河北省,2016,0.5772,Eastern,122
甘肃省,2016,0.5773,Western,74
山西省,2019,0.5774,Central,12
广西壮族自治区,2017,0.5776,Eastern,151
山西省,2013,0.5777,Central,136
山东省,2015,0.5777,Eastern,13
辽宁省,2011,0.5778,Eastern,246
浙江省,2018,0.5778,Eastern,145
四川省,2005,0.5781,Western,98
湖南省,2009,0.5781,Central,118
河南省,2011,0.5782,Central,257
山东省,2012,0.5782,Eastern,132
云南省,2013,0.5782,Western,133
四川省,2010,0.5784,Western,171
黑龙江省,2019,0.5784,Central,63
四川省,2018,0.5786,Western,247
浙江省,2018,0.5787,Eastern,185
河南省,2014,0.5788,Central,190
云南省,2013,0.5789,Western,14
广西壮族自治区,2008,0.5791,Eastern,166
宁夏回族自治区,2008,0.5792,Western,10
河北省,2013,0.5794,Eastern,122
江西省,2006,0.5795,Central,243
浙江省,2007,0.5798,Eastern,67
四川省,2005,0.5799,Western,283
广西壮族自治区,2007,0.5799,Eastern,149
甘肃省,2009,0.5799,Western,113
河北省,2014,0.58,Eastern,122
江西省,2014,0.58,Central,45
河南省,2005,0.5801,Central,30
浙江省,2005,0.5803,Eastern,67
河北省,2012,0.5803,Eastern,122
山东省,2016,0.5805,Eastern,148
辽宁省,2009,0.5807,Eastern,143
河南省,2012,0.5809,Central,30
辽宁省,2013,0.5809,Eastern,285
云南省,2017,0.5809,Western,138
四川省,2019,0.581,Western,120
贵州省,2015,0.5811,Western,240
山西省,2016,0.5812,Central,12
江西省,2017,0.5812,Central,243
山西省,2013,0.5813,Central,137
河南省,2016,0.5813,Central,47
湖北省,2005,0.5815,Central,79
山西省,2006,0.5816,Central,275
湖南省,2007,0.5816,Central,158
河北省,2008,0.5817,Eastern,28
广东省,2015,0.5817,Eastern,119
甘肃省,2010,0.5818,Western,203
山东省,2005,0.5819,Eastern,174
内蒙古自治区,2018,0.5819,Central,251
陕西省,2007,0.5821,Western,83
安徽省,2019,0.5821,Central,178
河南省,2015,0.5823,Central,172
湖南省,2017,0.5823,Central,78
四川省,2017,0.5824,Western,42
河北省,2017,0.5824,Eastern,254
辽宁省,2012,0.5827,Eastern,15
江西省,2016,0.5828,Central,139
云南省,2017,0.5828,Western,133
湖北省,2005,0.5829,Central,223
江西省,2016,0.583,Central,89
辽宁省,2019,0.583,Eastern,276
辽宁省,2009,0.5831,Eastern,246
广西壮族自治区,2007,0.5832,Eastern,278
江西省,2015,0.5832,Central,243
吉林省,2016,0.5836,Central,202
安徽省,2007,0.584,Central,287
云南省,2010,0.584,Western,135
辽宁省,2013,0.5841,Eastern,124
江西省,2015,0.5841,Central,123
四川省,2018,0.5841,Western,104
辽宁省,2015,0.5842,Eastern,207
河南省,2017,0.5842,Central,194
辽宁省,2007,0.5844,Eastern,266
河南省,2008,0.5844,Central,30
江西省,2013,0.5846,Central,22
宁夏回族自治区,2010,0.5851,Western,56
山西省,2009,0.5854,Central,76
浙江省,2011,0.5855,Eastern,67
安徽省,2011,0.5856,Central,92
宁夏回族自治区,2016,0.5856,Western,70
江苏省,2014,0.5857,Eastern,180
贵州省,2019,0.5857,Western,34
云南省,2006,0.5858,Western,133
辽宁省,2006,0.5859,Eastern,246
湖南省,2010,0.5859,Central,95
湖南省,2010,0.5861,Central,118
安徽省,2019,0.5861,Central,179
宁夏回族自治区,2005,0.5863,Western,209
广西壮族自治区,2018,0.5864,Eastern,153
江苏省,2010,0.5865,Eastern,180
江苏省,2016,0.5865,Eastern,180
江西省,2012,0.5867,Central,45
安徽省,2013,0.5867,Central,269
新疆维吾尔自治区,2008,0.5871,Western,20
广西壮族自治区,2007,0.5872,Eastern,241
吉林省,2007,0.5872,Central,245
辽宁省,2014,0.5873,Eastern,15
河南省,2012,0.5874,Central,288
福建省,2013,0.5874,Eastern,225
黑龙江省,2012,0.5876,Central,63
广东省,2011,0.5879,Eastern,182
辽宁省,2013,0.5881,Eastern,276
河南省,2007,0.5882,Central,47
内蒙古自治区,2011,0.5882,Central,244
福建省,2007,0.5883,Eastern,298
江西省,2011,0.5885,Central,45
贵州省,2006,0.5887,Western,34
湖南省,2009,0.5888,Central,150
广东省,2019,0.5888,Eastern,11
湖南省,2010,0.5891,Central,256
广西壮族自治区,2014,0.5892,Eastern,43
河南省,2014,0.5892,Central,288
湖南省,2008,0.5893,Central,158
甘肃省,2005,0.5895,Western,74
新疆维吾尔自治区,2013,0.5896,Western,20
广东省,2019,0.5896,Eastern,162
山西省,2019,0.5896,Central,117
四川省,2009,0.5898,Western,252
广西壮族自治区,2009,0.5899,Eastern,198
辽宁省,2010,0.5899,Eastern,229
江西省,2012,0.5899,Central,129
黑龙江省,2019,0.5899,Central,296
新疆维吾尔自治区,2018,0.59,Western,32
广西壮族自治区,2009,0.5901,Eastern,166
黑龙江省,2016,0.5902,Central,1
湖北省,2006,0.5903,Central,295
湖北省,2013,0.5903,Central,60
河北省,2016,0.5903,Eastern,212
河南省,2006,0.5904,Central,30
广西壮族自治区,2006,0.5904,Eastern,166
新疆维吾尔自治区,2012,0.5904,Western,20
广西壮族自治区,2012,0.5904,Eastern,265
河南省,2013,0.5905,Central,288
安徽省,2011,0.5906,Central,231
广西壮族自治区,2016,0.5906,Eastern,43
安徽省,2005,0.5907,Central,82
广东省,2014,0.5908,Eastern,119
陕西省,2006,0.5909,Western,159
福建省,2010,0.5915,Eastern,48
四川省,2019,0.5915,Western,252
山西省,2017,0.5917,Central,12
广西壮族自治区,2007,0.5919,Eastern,239
山东省,2012,0.5919,Eastern,13
广西壮族自治区,2013,0.5919,Eastern,149
河北省,2006,0.592,Eastern,212
浙江省,2011,0.5921,Eastern,145
江西省,2016,0.5921,Central,243
内蒙古自治区,2009,0.5924,Central,251
广东省,2009,0.5925,Eastern,182
广西壮族自治区,2019,0.5925,Eastern,144
四川省,2011,0.5926,Western,283
四川省,2005,0.5927,Western,218
浙江省,2006,0.5927,Eastern,234
重庆市,2017,0.5927,Western,262
辽宁省,2007,0.5929,Eastern,229
浙江省,2018,0.5929,Eastern,50
江苏省,2014,0.593,Eastern,249
山西省,2008,0.5933,Central,76
浙江省,2016,0.5933,Eastern,185
浙江省,2009,0.5935,Eastern,185
贵州省,2014,0.5935,Western,253
山西省,2013,0.5936,Central,12
江西省,2014,0.5936,Central,22
吉林省,2012,0.5938,Central,202
辽宁省,2016,0.5938,Eastern,207
山西省,2008,0.5939,Central,275
河南省,2014,0.5939,Central,5
河北省,2011,0.594,Eastern,232
河北省,2015,0.594,Eastern,232
甘肃省,2017,0.594,Western,261
辽宁省,2013,0.5941,Eastern,15
黑龙江省,2008,0.5943,Central,27
河南省,2008,0.5944,Central,257
河南省,2013,0.5945,Central,30
广西壮族自治区,2013,0.5947,Eastern,241
宁夏回族自治区,2016,0.5947,Western,56
湖南省,2016,0.5948,Central,78
河南省,2010,0.5953,Central,47
湖南省,2011,0.5953,Central,158
河北省,2014,0.5953,Eastern,28
安徽省,2014,0.5954,Central,163
江西省,2006,0.5955,Central,123
湖南省,2010,0.5955,Central,233
江西省,2009,0.5957,Central,89
山东省,2011,0.5959,Eastern,148
内蒙古自治区,2018,0.5961,Central,244
安徽省,2018,0.5961,Central,294
四川省,2008,0.5963,Western,215
山东省,2008,0.5963,Eastern,132
河北省,2019,0.5964,Eastern,210
山西省,2006,0.5965,Central,248
广西壮族自治区,2008,0.5966,Eastern,198
黑龙江省,2008,0.5966,Central,197
辽宁省,2007,0.5967,Eastern,230
吉林省,2015,0.5967,Central,202
甘肃省,2007,0.5968,Western,102
广西壮族自治区,2019,0.5969,Eastern,166
山西省,2011,0.5971,Central,137
福建省,2012,0.5971,Eastern,225
江西省,2008,0.5972,Central,7
浙江省,2011,0.5972,Eastern,185
山东省,2016,0.5972,Eastern,115
安徽省,2018,0.5974,Central,188
江西省,2011,0.5976,Central,243
甘肃省,2016,0.5976,Western,107
广东省,2017,0.5976,Eastern,217
甘肃省,2005,0.5977,Western,261
河南省,2017,0.5977,Central,257
浙江省,2010,0.5979,Eastern,67
广西壮族自治区,2013,0.5979,Eastern,43
云南省,2017,0.598,Western,17
山西省,2006,0.5981,Central,137
河南省,2016,0.5984,Central,172
内蒙古自治区,2018,0.5984,Central,99
江西省,2006,0.5986,Central,228
安徽省,2013,0.5988,Central,33
广东省,2015,0.5988,Eastern,23
内蒙古自治区,2005,0.5989,Central,251
吉林省,2015,0.5991,Central,201
黑龙江省,2019,0.5991,Central,27
广西壮族自治区,2014,0.5993,Eastern,149
广东省,2016,0.5994,Eastern,286
广西壮族自治区,2016,0.5996,Eastern,241
河北省,2012,0.5997,Eastern,232
辽宁省,2008,0.5998,Eastern,207
河南省,2019,0.5999,Central,290
四川省,2013,0.6001,Western,21
河南省,2006,0.6003,Central,65
四川省,2017,0.6003,Western,21
江西省,2006,0.6004,Central,139
安徽省,2018,0.6007,Central,24
甘肃省,2013,0.6008,Western,113
新疆维吾尔自治区,2015,0.601,Western,32
广东省,2019,0.601,Eastern,217
江西省,2008,0.6011,Central,123
河南省,2019,0.6012,Central,288
福建省,2009,0.6013,Eastern,48
云南省,2014,0.6013,Western,138
广东省,2015,0.6013,Eastern,286
安徽省,2016,0.6013,Central,220
海南省,2005,0.6014,Eastern,2
辽宁省,2011,0.6014,Eastern,207
河南省,2010,0.6016,Central,110
内蒙古自治区,2019,0.6017,Central,99
四川省,2013,0.6018,Western,171
